DOGEUSDT 15m - EVERY CANDLE ANALYZED (Last 7 Days)
Entry Condition: 5-candle return < -2% AND position in range < 30%

Candle #,Date/Time,Open,High,Low,Close,5c Return %,10c High,10c Low,Position in Range %,Drop OK?,Position OK?,SIGNAL?
222,2026-01-23 01:45:00,0.124970,0.125320,0.124890,0.125190,0.76%,0.125250,0.123960,95.3%,NO,NO,
223,2026-01-23 02:00:00,0.125190,0.125310,0.124940,0.125110,0.64%,0.125320,0.123960,84.6%,NO,NO,
224,2026-01-23 02:15:00,0.125110,0.125120,0.124860,0.124940,0.43%,0.125320,0.123960,72.1%,NO,NO,
225,2026-01-23 02:30:00,0.124940,0.125090,0.124890,0.124970,0.13%,0.125320,0.123960,74.3%,NO,NO,
226,2026-01-23 02:45:00,0.124970,0.125020,0.124650,0.124680,-0.23%,0.125320,0.123960,52.9%,NO,NO,
227,2026-01-23 03:00:00,0.124680,0.125160,0.124650,0.125160,-0.02%,0.125320,0.123960,88.2%,NO,NO,
228,2026-01-23 03:15:00,0.125150,0.125590,0.125150,0.125530,0.34%,0.125320,0.124210,118.9%,NO,NO,
229,2026-01-23 03:30:00,0.125530,0.125690,0.125310,0.125500,0.45%,0.125590,0.124310,93.0%,NO,NO,
230,2026-01-23 03:45:00,0.125500,0.125510,0.125340,0.125430,0.37%,0.125690,0.124410,79.7%,NO,NO,
231,2026-01-23 04:00:00,0.125430,0.125750,0.125300,0.125700,0.82%,0.125690,0.124650,101.0%,NO,NO,
232,2026-01-23 04:15:00,0.125700,0.125760,0.125480,0.125640,0.38%,0.125750,0.124650,90.0%,NO,NO,
233,2026-01-23 04:30:00,0.125640,0.125790,0.125470,0.125710,0.14%,0.125760,0.124650,95.5%,NO,NO,
234,2026-01-23 04:45:00,0.125710,0.125940,0.125660,0.125710,0.17%,0.125790,0.124650,93.0%,NO,NO,
235,2026-01-23 05:00:00,0.125710,0.125720,0.125510,0.125580,0.12%,0.125940,0.124650,72.1%,NO,NO,
236,2026-01-23 05:15:00,0.125590,0.125620,0.125230,0.125440,-0.21%,0.125940,0.124650,61.2%,NO,NO,
237,2026-01-23 05:30:00,0.125430,0.125460,0.125260,0.125330,-0.25%,0.125940,0.124650,52.7%,NO,NO,
238,2026-01-23 05:45:00,0.125330,0.125350,0.125060,0.125290,-0.33%,0.125940,0.125150,17.7%,NO,YES,
239,2026-01-23 06:00:00,0.125300,0.125750,0.125250,0.125680,-0.02%,0.125940,0.125060,70.5%,NO,NO,
240,2026-01-23 06:15:00,0.125680,0.125870,0.124850,0.125070,-0.41%,0.125940,0.125060,1.1%,NO,YES,
241,2026-01-23 06:30:00,0.125070,0.125690,0.125030,0.125570,0.10%,0.125940,0.124850,66.1%,NO,NO,
242,2026-01-23 06:45:00,0.125570,0.125620,0.124880,0.125000,-0.26%,0.125940,0.124850,13.8%,NO,YES,
243,2026-01-23 07:00:00,0.125000,0.125210,0.124890,0.125050,-0.19%,0.125940,0.124850,18.3%,NO,YES,
244,2026-01-23 07:15:00,0.125060,0.125280,0.124990,0.125200,-0.38%,0.125940,0.124850,32.1%,NO,NO,
245,2026-01-23 07:30:00,0.125200,0.125300,0.125130,0.125160,0.07%,0.125870,0.124850,30.4%,NO,NO,
246,2026-01-23 07:45:00,0.125160,0.125170,0.124880,0.125000,-0.45%,0.125870,0.124850,14.7%,NO,YES,
247,2026-01-23 08:00:00,0.125000,0.125250,0.124920,0.125150,0.12%,0.125870,0.124850,29.4%,NO,YES,
248,2026-01-23 08:15:00,0.125150,0.125230,0.124810,0.124880,-0.14%,0.125870,0.124850,2.9%,NO,YES,
249,2026-01-23 08:30:00,0.124870,0.125000,0.124370,0.124570,-0.50%,0.125870,0.124810,-22.6%,NO,YES,
250,2026-01-23 08:45:00,0.124580,0.124700,0.124110,0.124410,-0.60%,0.125870,0.124370,2.7%,NO,YES,
251,2026-01-23 09:00:00,0.124400,0.124980,0.124350,0.124860,-0.11%,0.125690,0.124110,47.5%,NO,NO,
252,2026-01-23 09:15:00,0.124860,0.124920,0.124570,0.124680,-0.38%,0.125620,0.124110,37.7%,NO,NO,
253,2026-01-23 09:30:00,0.124680,0.124880,0.124300,0.124730,-0.12%,0.125300,0.124110,52.1%,NO,NO,
254,2026-01-23 09:45:00,0.124720,0.124850,0.124550,0.124750,0.14%,0.125300,0.124110,53.8%,NO,NO,
255,2026-01-23 10:00:00,0.124760,0.125260,0.124660,0.125230,0.66%,0.125300,0.124110,94.1%,NO,NO,
256,2026-01-23 10:15:00,0.125240,0.125260,0.124870,0.124900,0.03%,0.125260,0.124110,68.7%,NO,NO,
257,2026-01-23 10:30:00,0.124900,0.125020,0.124640,0.124990,0.25%,0.125260,0.124110,76.5%,NO,NO,
258,2026-01-23 10:45:00,0.124990,0.125060,0.124840,0.124950,0.18%,0.125260,0.124110,73.0%,NO,NO,
259,2026-01-23 11:00:00,0.124950,0.125340,0.124880,0.125290,0.43%,0.125260,0.124110,102.6%,NO,NO,
260,2026-01-23 11:15:00,0.125280,0.125310,0.125060,0.125170,-0.05%,0.125340,0.124110,86.2%,NO,NO,
261,2026-01-23 11:30:00,0.125180,0.125390,0.125120,0.125300,0.32%,0.125340,0.124300,96.2%,NO,NO,
262,2026-01-23 11:45:00,0.125300,0.125340,0.125030,0.125130,0.11%,0.125390,0.124300,76.1%,NO,NO,
263,2026-01-23 12:00:00,0.125130,0.125300,0.125090,0.125090,0.11%,0.125390,0.124300,72.5%,NO,NO,
264,2026-01-23 12:15:00,0.125090,0.125180,0.124950,0.125100,-0.15%,0.125390,0.124550,65.5%,NO,NO,
265,2026-01-23 12:30:00,0.125100,0.125100,0.124870,0.125080,-0.07%,0.125390,0.124640,58.7%,NO,NO,
266,2026-01-23 12:45:00,0.125090,0.125250,0.125050,0.125080,-0.18%,0.125390,0.124640,58.7%,NO,NO,
267,2026-01-23 13:00:00,0.125090,0.125140,0.124920,0.125000,-0.10%,0.125390,0.124640,48.0%,NO,NO,
268,2026-01-23 13:15:00,0.125000,0.125090,0.124870,0.124870,-0.18%,0.125390,0.124840,5.5%,NO,YES,
269,2026-01-23 13:30:00,0.124870,0.124910,0.124460,0.124670,-0.34%,0.125390,0.124870,-38.5%,NO,YES,
270,2026-01-23 13:45:00,0.124680,0.124840,0.124360,0.124460,-0.50%,0.125390,0.124460,0.0%,NO,YES,
271,2026-01-23 14:00:00,0.124460,0.124520,0.124130,0.124180,-0.72%,0.125390,0.124360,-17.5%,NO,YES,
272,2026-01-23 14:15:00,0.124170,0.124240,0.123690,0.124100,-0.72%,0.125340,0.124130,-2.5%,NO,YES,
273,2026-01-23 14:30:00,0.124100,0.124260,0.122160,0.122520,-1.88%,0.125300,0.123690,-72.7%,NO,YES,
274,2026-01-23 14:45:00,0.122530,0.123260,0.121940,0.122960,-1.37%,0.125250,0.122160,25.9%,NO,YES,
275,2026-01-23 15:00:00,0.122960,0.123420,0.122760,0.122910,-1.25%,0.125250,0.121940,29.3%,NO,YES,
276,2026-01-23 15:15:00,0.122910,0.123800,0.122420,0.123480,-0.56%,0.125250,0.121940,46.5%,NO,NO,
277,2026-01-23 15:30:00,0.123470,0.123980,0.123290,0.123700,-0.32%,0.125140,0.121940,55.0%,NO,NO,
278,2026-01-23 15:45:00,0.123700,0.124840,0.123700,0.124640,1.73%,0.125090,0.121940,85.7%,NO,NO,
279,2026-01-23 16:00:00,0.124630,0.125120,0.124480,0.124980,1.64%,0.124910,0.121940,102.4%,NO,NO,
280,2026-01-23 16:15:00,0.124980,0.125030,0.124270,0.124460,1.26%,0.125120,0.121940,79.2%,NO,NO,
281,2026-01-23 16:30:00,0.124460,0.126330,0.124240,0.126040,2.07%,0.125120,0.121940,128.9%,NO,NO,
282,2026-01-23 16:45:00,0.126040,0.126330,0.125520,0.125680,1.60%,0.126330,0.121940,85.2%,NO,NO,
283,2026-01-23 17:00:00,0.125680,0.125710,0.125000,0.125030,0.31%,0.126330,0.121940,70.4%,NO,NO,
284,2026-01-23 17:15:00,0.125040,0.127150,0.125040,0.127090,1.69%,0.126330,0.121940,117.3%,NO,NO,
285,2026-01-23 17:30:00,0.127080,0.127830,0.126800,0.127040,2.07%,0.127150,0.122420,97.7%,NO,NO,
286,2026-01-23 17:45:00,0.127040,0.127380,0.126240,0.126280,0.19%,0.127830,0.122420,71.3%,NO,NO,
287,2026-01-23 18:00:00,0.126280,0.127050,0.125930,0.126480,0.64%,0.127830,0.123290,70.3%,NO,NO,
288,2026-01-23 18:15:00,0.126480,0.126900,0.126260,0.126550,1.22%,0.127830,0.123700,69.0%,NO,NO,
289,2026-01-23 18:30:00,0.126560,0.126970,0.126450,0.126650,-0.35%,0.127830,0.124240,67.1%,NO,NO,
290,2026-01-23 18:45:00,0.126650,0.126650,0.126210,0.126410,-0.50%,0.127830,0.124240,60.4%,NO,NO,
291,2026-01-23 19:00:00,0.126400,0.126410,0.125510,0.125700,-0.46%,0.127830,0.124240,40.7%,NO,NO,
292,2026-01-23 19:15:00,0.125700,0.125750,0.124690,0.124840,-1.30%,0.127830,0.125000,-5.7%,NO,YES,
293,2026-01-23 19:30:00,0.124850,0.124930,0.124250,0.124720,-1.45%,0.127830,0.124690,1.0%,NO,YES,
294,2026-01-23 19:45:00,0.124730,0.124900,0.124320,0.124680,-1.56%,0.127830,0.124250,12.0%,NO,YES,
295,2026-01-23 20:00:00,0.124680,0.125000,0.124420,0.124850,-1.23%,0.127830,0.124250,16.8%,NO,YES,
296,2026-01-23 20:15:00,0.124860,0.124940,0.124260,0.124260,-1.15%,0.127380,0.124250,0.3%,NO,YES,
297,2026-01-23 20:30:00,0.124260,0.124260,0.123150,0.123660,-0.95%,0.127050,0.124250,-21.1%,NO,YES,
298,2026-01-23 20:45:00,0.123650,0.124060,0.123320,0.123730,-0.79%,0.126970,0.123150,15.2%,NO,YES,
299,2026-01-23 21:00:00,0.123720,0.124370,0.123600,0.124250,-0.34%,0.126970,0.123150,28.8%,NO,YES,
300,2026-01-23 21:15:00,0.124250,0.124520,0.123970,0.124300,-0.44%,0.126650,0.123150,32.9%,NO,NO,
301,2026-01-23 21:30:00,0.124300,0.124380,0.124090,0.124230,-0.02%,0.126410,0.123150,33.1%,NO,NO,
302,2026-01-23 21:45:00,0.124240,0.124390,0.124100,0.124100,0.36%,0.125750,0.123150,36.5%,NO,NO,
303,2026-01-23 22:00:00,0.124100,0.124870,0.124060,0.124570,0.68%,0.125000,0.123150,76.8%,NO,NO,
304,2026-01-23 22:15:00,0.124580,0.124870,0.124430,0.124780,0.43%,0.125000,0.123150,88.1%,NO,NO,
305,2026-01-23 22:30:00,0.124790,0.125070,0.124670,0.124760,0.37%,0.125000,0.123150,87.0%,NO,NO,
306,2026-01-23 22:45:00,0.124760,0.125100,0.124700,0.125040,0.65%,0.125070,0.123150,98.4%,NO,NO,
307,2026-01-23 23:00:00,0.125050,0.125050,0.124410,0.124530,0.35%,0.125100,0.123150,70.8%,NO,NO,
308,2026-01-23 23:15:00,0.124540,0.124700,0.124300,0.124360,-0.17%,0.125100,0.123320,58.4%,NO,NO,
309,2026-01-23 23:30:00,0.124370,0.124700,0.124290,0.124590,-0.15%,0.125100,0.123600,66.0%,NO,NO,
310,2026-01-23 23:45:00,0.124590,0.124780,0.124580,0.124700,-0.05%,0.125100,0.123970,64.6%,NO,NO,
311,2026-01-24 00:00:00,0.124700,0.124780,0.124400,0.124420,-0.50%,0.125100,0.124060,34.6%,NO,NO,
312,2026-01-24 00:15:00,0.124430,0.124620,0.124400,0.124540,0.01%,0.125100,0.124060,46.2%,NO,NO,
313,2026-01-24 00:30:00,0.124540,0.124820,0.124500,0.124570,0.17%,0.125100,0.124060,49.0%,NO,NO,
314,2026-01-24 00:45:00,0.124570,0.124590,0.124270,0.124280,-0.25%,0.125100,0.124290,-1.2%,NO,YES,
315,2026-01-24 01:00:00,0.124280,0.124470,0.124260,0.124330,-0.30%,0.125100,0.124270,7.2%,NO,YES,
316,2026-01-24 01:15:00,0.124320,0.124460,0.124250,0.124400,-0.02%,0.125100,0.124260,16.7%,NO,YES,
317,2026-01-24 01:30:00,0.124400,0.124400,0.124070,0.124160,-0.31%,0.125050,0.124250,-11.2%,NO,YES,
318,2026-01-24 01:45:00,0.124160,0.124280,0.124030,0.124260,-0.25%,0.124820,0.124070,25.3%,NO,YES,
319,2026-01-24 02:00:00,0.124270,0.124400,0.124240,0.124380,0.08%,0.124820,0.124030,44.3%,NO,NO,
320,2026-01-24 02:15:00,0.124390,0.124460,0.124290,0.124380,0.04%,0.124820,0.124030,44.3%,NO,NO,
321,2026-01-24 02:30:00,0.124380,0.124460,0.124270,0.124370,-0.02%,0.124820,0.124030,43.0%,NO,NO,
322,2026-01-24 02:45:00,0.124370,0.124370,0.124180,0.124260,0.08%,0.124820,0.124030,29.1%,NO,YES,
323,2026-01-24 03:00:00,0.124260,0.124780,0.124180,0.124720,0.37%,0.124820,0.124030,87.3%,NO,NO,
324,2026-01-24 03:15:00,0.124720,0.124770,0.124470,0.124760,0.31%,0.124780,0.124030,97.3%,NO,NO,
325,2026-01-24 03:30:00,0.124770,0.124770,0.124410,0.124530,0.12%,0.124780,0.124030,66.7%,NO,NO,
326,2026-01-24 03:45:00,0.124540,0.124540,0.124320,0.124370,0.00%,0.124780,0.124030,45.3%,NO,NO,
327,2026-01-24 04:00:00,0.124370,0.124800,0.124330,0.124760,0.40%,0.124780,0.124030,97.3%,NO,NO,
328,2026-01-24 04:15:00,0.124760,0.124790,0.124390,0.124470,-0.20%,0.124800,0.124030,57.1%,NO,NO,
329,2026-01-24 04:30:00,0.124460,0.124630,0.124450,0.124610,-0.12%,0.124800,0.124180,69.4%,NO,NO,
330,2026-01-24 04:45:00,0.124610,0.124610,0.124420,0.124510,-0.02%,0.124800,0.124180,53.2%,NO,NO,
331,2026-01-24 05:00:00,0.124520,0.124540,0.124280,0.124330,-0.03%,0.124800,0.124180,24.2%,NO,YES,
332,2026-01-24 05:15:00,0.124330,0.124500,0.124290,0.124430,-0.26%,0.124800,0.124180,40.3%,NO,NO,
333,2026-01-24 05:30:00,0.124440,0.124490,0.124300,0.124390,-0.06%,0.124800,0.124180,33.9%,NO,NO,
334,2026-01-24 05:45:00,0.124390,0.124430,0.124260,0.124430,-0.14%,0.124800,0.124280,28.8%,NO,YES,
335,2026-01-24 06:00:00,0.124440,0.124540,0.124380,0.124500,-0.01%,0.124800,0.124260,44.4%,NO,NO,
336,2026-01-24 06:15:00,0.124510,0.124510,0.124250,0.124270,-0.05%,0.124800,0.124260,1.9%,NO,YES,
337,2026-01-24 06:30:00,0.124270,0.124470,0.124260,0.124410,-0.02%,0.124800,0.124250,29.1%,NO,YES,
338,2026-01-24 06:45:00,0.124420,0.124460,0.124320,0.124390,0.00%,0.124790,0.124250,25.9%,NO,YES,
339,2026-01-24 07:00:00,0.124390,0.124420,0.124280,0.124290,-0.11%,0.124630,0.124250,10.5%,NO,YES,
340,2026-01-24 07:15:00,0.124300,0.124300,0.123950,0.123980,-0.42%,0.124610,0.124250,-75.0%,NO,YES,
341,2026-01-24 07:30:00,0.123990,0.124120,0.123970,0.124070,-0.16%,0.124540,0.123950,20.3%,NO,YES,
342,2026-01-24 07:45:00,0.124070,0.124220,0.124070,0.124120,-0.23%,0.124540,0.123950,28.8%,NO,YES,
343,2026-01-24 08:00:00,0.124120,0.124210,0.124050,0.124190,-0.16%,0.124540,0.123950,40.7%,NO,NO,
344,2026-01-24 08:15:00,0.124190,0.124360,0.124130,0.124260,-0.02%,0.124540,0.123950,52.5%,NO,NO,
345,2026-01-24 08:30:00,0.124270,0.124540,0.124260,0.124540,0.45%,0.124540,0.123950,100.0%,NO,NO,
346,2026-01-24 08:45:00,0.124530,0.124660,0.124500,0.124610,0.44%,0.124540,0.123950,111.9%,NO,NO,
347,2026-01-24 09:00:00,0.124620,0.124640,0.124390,0.124510,0.31%,0.124660,0.123950,78.9%,NO,NO,
348,2026-01-24 09:15:00,0.124510,0.124520,0.124430,0.124450,0.21%,0.124660,0.123950,70.4%,NO,NO,
349,2026-01-24 09:30:00,0.124450,0.124570,0.124430,0.124550,0.23%,0.124660,0.123950,84.5%,NO,NO,
350,2026-01-24 09:45:00,0.124550,0.124550,0.124390,0.124460,-0.06%,0.124660,0.123950,71.8%,NO,NO,
351,2026-01-24 10:00:00,0.124470,0.124470,0.124280,0.124380,-0.18%,0.124660,0.123970,59.4%,NO,NO,
352,2026-01-24 10:15:00,0.124380,0.124510,0.124300,0.124430,-0.06%,0.124660,0.124050,62.3%,NO,NO,
353,2026-01-24 10:30:00,0.124430,0.124600,0.124410,0.124590,0.11%,0.124660,0.124050,88.5%,NO,NO,
354,2026-01-24 10:45:00,0.124590,0.124740,0.124570,0.124680,0.10%,0.124660,0.124130,103.8%,NO,NO,
355,2026-01-24 11:00:00,0.124690,0.124730,0.124600,0.124730,0.22%,0.124740,0.124260,97.9%,NO,NO,
356,2026-01-24 11:15:00,0.124730,0.124800,0.124660,0.124690,0.25%,0.124740,0.124280,89.1%,NO,NO,
357,2026-01-24 11:30:00,0.124690,0.124820,0.124630,0.124770,0.27%,0.124800,0.124280,94.2%,NO,NO,
358,2026-01-24 11:45:00,0.124780,0.124870,0.124550,0.124560,-0.02%,0.124820,0.124280,51.9%,NO,NO,
359,2026-01-24 12:00:00,0.124560,0.124580,0.124430,0.124430,-0.20%,0.124870,0.124280,25.4%,NO,YES,
360,2026-01-24 12:15:00,0.124440,0.124570,0.124350,0.124560,-0.14%,0.124870,0.124280,47.5%,NO,NO,
361,2026-01-24 12:30:00,0.124560,0.124690,0.124460,0.124500,-0.15%,0.124870,0.124280,37.3%,NO,NO,
362,2026-01-24 12:45:00,0.124500,0.124540,0.124450,0.124520,-0.20%,0.124870,0.124300,38.6%,NO,NO,
363,2026-01-24 13:00:00,0.124530,0.124530,0.124370,0.124370,-0.15%,0.124870,0.124350,3.8%,NO,YES,
364,2026-01-24 13:15:00,0.124380,0.124380,0.124280,0.124340,-0.07%,0.124870,0.124350,-1.9%,NO,YES,
365,2026-01-24 13:30:00,0.124350,0.124400,0.124290,0.124380,-0.14%,0.124870,0.124280,16.9%,NO,YES,
366,2026-01-24 13:45:00,0.124380,0.124510,0.123970,0.123970,-0.43%,0.124870,0.124280,-52.5%,NO,YES,
367,2026-01-24 14:00:00,0.123970,0.124230,0.123840,0.124130,-0.31%,0.124870,0.123970,17.8%,NO,YES,
368,2026-01-24 14:15:00,0.124130,0.124140,0.123900,0.123930,-0.35%,0.124870,0.123840,8.7%,NO,YES,
369,2026-01-24 14:30:00,0.123930,0.124120,0.123930,0.124050,-0.23%,0.124690,0.123840,24.7%,NO,YES,
370,2026-01-24 14:45:00,0.124060,0.124120,0.124000,0.124030,-0.28%,0.124690,0.123840,22.4%,NO,YES,
371,2026-01-24 15:00:00,0.124040,0.124200,0.124040,0.124190,0.18%,0.124690,0.123840,41.2%,NO,NO,
372,2026-01-24 15:15:00,0.124200,0.124210,0.123910,0.123910,-0.18%,0.124540,0.123840,10.0%,NO,YES,
373,2026-01-24 15:30:00,0.123910,0.123940,0.123560,0.123620,-0.25%,0.124530,0.123840,-31.9%,NO,YES,
374,2026-01-24 15:45:00,0.123620,0.123790,0.123430,0.123620,-0.35%,0.124510,0.123560,6.3%,NO,YES,
375,2026-01-24 16:00:00,0.123630,0.123670,0.123140,0.123330,-0.56%,0.124510,0.123430,-9.3%,NO,YES,
376,2026-01-24 16:15:00,0.123320,0.123470,0.122840,0.123430,-0.61%,0.124510,0.123140,21.2%,NO,YES,
377,2026-01-24 16:30:00,0.123440,0.123520,0.123340,0.123500,-0.33%,0.124230,0.122840,47.5%,NO,NO,
378,2026-01-24 16:45:00,0.123500,0.123980,0.123460,0.123850,0.19%,0.124210,0.122840,73.7%,NO,NO,
379,2026-01-24 17:00:00,0.123840,0.124050,0.123630,0.123970,0.28%,0.124210,0.122840,82.5%,NO,NO,
380,2026-01-24 17:15:00,0.123970,0.124100,0.123870,0.124050,0.58%,0.124210,0.122840,88.3%,NO,NO,
381,2026-01-24 17:30:00,0.124060,0.124080,0.123850,0.123940,0.41%,0.124210,0.122840,80.3%,NO,NO,
382,2026-01-24 17:45:00,0.123950,0.124110,0.123900,0.124100,0.49%,0.124210,0.122840,92.0%,NO,NO,
383,2026-01-24 18:00:00,0.124110,0.124150,0.123940,0.123980,0.10%,0.124110,0.122840,89.8%,NO,NO,
384,2026-01-24 18:15:00,0.123980,0.124100,0.123940,0.124090,0.10%,0.124150,0.122840,95.4%,NO,NO,
385,2026-01-24 18:30:00,0.124090,0.124170,0.123990,0.124000,-0.04%,0.124150,0.122840,88.5%,NO,NO,
386,2026-01-24 18:45:00,0.124010,0.124060,0.123930,0.124020,0.06%,0.124170,0.122840,88.7%,NO,NO,
387,2026-01-24 19:00:00,0.124030,0.124060,0.123860,0.123860,-0.19%,0.124170,0.123340,62.7%,NO,NO,
388,2026-01-24 19:15:00,0.123860,0.124040,0.123830,0.124030,0.04%,0.124170,0.123460,80.3%,NO,NO,
389,2026-01-24 19:30:00,0.124030,0.124170,0.124020,0.124110,0.02%,0.124170,0.123630,88.9%,NO,NO,
390,2026-01-24 19:45:00,0.124110,0.124190,0.124040,0.124090,0.07%,0.124170,0.123830,76.5%,NO,NO,
391,2026-01-24 20:00:00,0.124090,0.124330,0.124050,0.124320,0.24%,0.124190,0.123830,136.1%,NO,NO,
392,2026-01-24 20:15:00,0.124320,0.124470,0.124290,0.124290,0.35%,0.124330,0.123830,92.0%,NO,NO,
393,2026-01-24 20:30:00,0.124300,0.124340,0.124170,0.124170,0.11%,0.124470,0.123830,53.1%,NO,NO,
394,2026-01-24 20:45:00,0.124170,0.124200,0.124140,0.124150,0.03%,0.124470,0.123830,50.0%,NO,NO,
395,2026-01-24 21:00:00,0.124160,0.124180,0.123960,0.124140,0.04%,0.124470,0.123830,48.4%,NO,NO,
396,2026-01-24 21:15:00,0.124140,0.124230,0.124080,0.124170,-0.12%,0.124470,0.123830,53.1%,NO,NO,
397,2026-01-24 21:30:00,0.124170,0.124270,0.124080,0.124240,-0.04%,0.124470,0.123830,64.1%,NO,NO,
398,2026-01-24 21:45:00,0.124230,0.124290,0.124110,0.124260,0.07%,0.124470,0.123830,67.2%,NO,NO,
399,2026-01-24 22:00:00,0.124260,0.124560,0.124240,0.124480,0.27%,0.124470,0.123960,102.0%,NO,NO,
400,2026-01-24 22:15:00,0.124490,0.124710,0.124470,0.124530,0.31%,0.124560,0.123960,95.0%,NO,NO,
401,2026-01-24 22:30:00,0.124540,0.124550,0.124440,0.124440,0.22%,0.124710,0.123960,64.0%,NO,NO,
402,2026-01-24 22:45:00,0.124450,0.124630,0.124440,0.124550,0.25%,0.124710,0.123960,78.7%,NO,NO,
403,2026-01-24 23:00:00,0.124560,0.124640,0.124300,0.124530,0.22%,0.124710,0.123960,76.0%,NO,NO,
404,2026-01-24 23:15:00,0.124530,0.124550,0.124320,0.124390,-0.07%,0.124710,0.123960,57.3%,NO,NO,
405,2026-01-24 23:30:00,0.124380,0.124390,0.124140,0.124150,-0.31%,0.124710,0.123960,25.3%,NO,YES,
406,2026-01-24 23:45:00,0.124150,0.124280,0.124100,0.124150,-0.23%,0.124710,0.124080,11.1%,NO,YES,
407,2026-01-25 00:00:00,0.124160,0.124300,0.124120,0.124120,-0.35%,0.124710,0.124080,6.3%,NO,YES,
408,2026-01-25 00:15:00,0.124120,0.124290,0.123900,0.123940,-0.47%,0.124710,0.124100,-26.2%,NO,YES,
409,2026-01-25 00:30:00,0.123940,0.124070,0.123890,0.124000,-0.31%,0.124710,0.123900,12.3%,NO,YES,
410,2026-01-25 00:45:00,0.124000,0.124160,0.123980,0.124150,0.00%,0.124710,0.123890,31.7%,NO,NO,
411,2026-01-25 01:00:00,0.124150,0.124220,0.123910,0.123940,-0.17%,0.124640,0.123890,6.7%,NO,YES,
412,2026-01-25 01:15:00,0.123950,0.123950,0.123700,0.123710,-0.33%,0.124640,0.123890,-24.0%,NO,YES,
413,2026-01-25 01:30:00,0.123720,0.123780,0.123560,0.123610,-0.27%,0.124640,0.123700,-9.6%,NO,YES,
414,2026-01-25 01:45:00,0.123610,0.123730,0.123550,0.123640,-0.29%,0.124550,0.123560,8.1%,NO,YES,
415,2026-01-25 02:00:00,0.123650,0.123880,0.123590,0.123850,-0.24%,0.124390,0.123550,35.7%,NO,NO,
416,2026-01-25 02:15:00,0.123850,0.123870,0.123670,0.123670,-0.22%,0.124300,0.123550,16.0%,NO,YES,
417,2026-01-25 02:30:00,0.123670,0.123860,0.123670,0.123690,-0.02%,0.124300,0.123550,18.7%,NO,YES,
418,2026-01-25 02:45:00,0.123700,0.123910,0.123690,0.123800,0.15%,0.124290,0.123550,33.8%,NO,NO,
419,2026-01-25 03:00:00,0.123800,0.123860,0.123690,0.123690,0.04%,0.124220,0.123550,20.9%,NO,YES,
420,2026-01-25 03:15:00,0.123690,0.123700,0.123290,0.123360,-0.40%,0.124220,0.123550,-28.4%,NO,YES,
421,2026-01-25 03:30:00,0.123350,0.123350,0.122910,0.123180,-0.40%,0.124220,0.123290,-11.8%,NO,YES,
422,2026-01-25 03:45:00,0.123180,0.123330,0.123020,0.123220,-0.38%,0.123950,0.122910,29.8%,NO,YES,
423,2026-01-25 04:00:00,0.123230,0.123420,0.123120,0.123120,-0.55%,0.123910,0.122910,21.0%,NO,YES,
424,2026-01-25 04:15:00,0.123130,0.123310,0.123120,0.123300,-0.32%,0.123910,0.122910,39.0%,NO,NO,
425,2026-01-25 04:30:00,0.123300,0.123530,0.123300,0.123410,0.04%,0.123910,0.122910,50.0%,NO,NO,
426,2026-01-25 04:45:00,0.123400,0.123400,0.123260,0.123260,0.06%,0.123910,0.122910,35.0%,NO,NO,
427,2026-01-25 05:00:00,0.123260,0.123340,0.123220,0.123310,0.07%,0.123910,0.122910,40.0%,NO,NO,
428,2026-01-25 05:15:00,0.123320,0.123450,0.123240,0.123430,0.25%,0.123910,0.122910,52.0%,NO,NO,
429,2026-01-25 05:30:00,0.123440,0.123440,0.123150,0.123210,-0.07%,0.123860,0.122910,31.6%,NO,NO,
430,2026-01-25 05:45:00,0.123210,0.123440,0.123210,0.123390,-0.02%,0.123700,0.122910,60.8%,NO,NO,
431,2026-01-25 06:00:00,0.123390,0.123390,0.122830,0.122960,-0.24%,0.123530,0.122910,8.1%,NO,YES,
432,2026-01-25 06:15:00,0.122970,0.123160,0.122890,0.123050,-0.21%,0.123530,0.122830,31.4%,NO,NO,
433,2026-01-25 06:30:00,0.123060,0.123290,0.122950,0.123210,-0.18%,0.123530,0.122830,54.3%,NO,NO,
434,2026-01-25 06:45:00,0.123220,0.123260,0.123030,0.123100,-0.09%,0.123530,0.122830,38.6%,NO,NO,
435,2026-01-25 07:00:00,0.123110,0.123110,0.122700,0.122740,-0.53%,0.123530,0.122830,-12.9%,NO,YES,
436,2026-01-25 07:15:00,0.122750,0.122950,0.122570,0.122930,-0.02%,0.123450,0.122700,30.7%,NO,NO,
437,2026-01-25 07:30:00,0.122930,0.123050,0.122860,0.122930,-0.10%,0.123450,0.122570,40.9%,NO,NO,
438,2026-01-25 07:45:00,0.122940,0.122960,0.122810,0.122930,-0.23%,0.123450,0.122570,40.9%,NO,NO,
439,2026-01-25 08:00:00,0.122940,0.123040,0.122870,0.122960,-0.11%,0.123440,0.122570,44.8%,NO,NO,
440,2026-01-25 08:15:00,0.122960,0.123010,0.122820,0.122890,0.12%,0.123440,0.122570,36.8%,NO,NO,
441,2026-01-25 08:30:00,0.122890,0.122950,0.122300,0.122590,-0.28%,0.123390,0.122570,2.4%,NO,YES,
442,2026-01-25 08:45:00,0.122600,0.122750,0.122280,0.122620,-0.25%,0.123290,0.122300,32.3%,NO,NO,
